CodeA,CodeVR,DateV,DureeVol,NbrPassagersEco,NbrPassagersAffaire,NbrPassagersPremiere,ChargeKerosene,ChargeTotale
AF1001,AF181,2025-01-06,10.0,99,18,7,28.88,1.52
BA5001,BA400,2025-01-06,1.13,116,21,8,3.62,22.86
DL2002,DL101,2025-01-06,9.74,156,29,11,28.9,24.47
AC6001,AC500,2025-01-07,6.24,84,15,6,21.69,10.31
AF1003,AF180,2025-01-07,6.66,182,34,12,21.98,31.77
JL7001,JL600,2025-01-07,2.42,189,35,13,8.64,24.85
AF1003,AF182,2025-01-08,10.98,233,43,16,36.67,30.8
BA5001,BA400,2025-01-08,3.37,188,35,12,12.51,30.9
JL7001,JL600,2025-01-08,6.53,103,19,7,21.8,18.45
LH4001,LH300,2025-01-08,11.79,392,73,26,39.49,56.95
AC6001,AC500,2025-01-09,10.52,54,10,4,31.93,1.0
AF1004,AF180,2025-01-09,3.02,128,24,9,11.57,22.19
BA5001,BA400,2025-01-09,2.38,168,31,12,8.69,26.85
AC6001,AC500,2025-01-10,4.86,57,10,5,13.63,11.37
AF1002,AF180,2025-01-10,8.08,137,25,10,22.72,22.25
AF1003,AF182,2025-01-10,6.01,142,26,10,17.84,23.66
DL2002,DL100,2025-01-10,4.94,85,16,6,16.86,17.38
AF1004,AF181,2025-01-11,11.36,141,26,10,35.28,5.72
DL2001,DL100,2025-01-11,1.3,172,32,11,3.54,24.98
LH4001,LH301,2025-01-11,7.63,365,68,24,19.65,48.84
AF1003,AF182,2025-01-12,8.71,137,25,10,26.51,23.69
AF1003,AF181,2025-01-13,11.16,164,30,11,33.7,26.94
BA5001,BA400,2025-01-13,11.98,187,35,12,33.37,28.65
DL2001,DL100,2025-01-13,9.99,194,36,13,26.46,29.91
DL2002,DL100,2025-01-13,3.32,137,25,10,9.42,24.24
IB3001,IB200,2025-01-13,10.61,80,15,6,33.35,7.65
AF1002,AF180,2025-01-14,8.23,205,38,14,23.71,27.33
IB3001,IB200,2025-01-14,2.34,84,15,6,5.93,16.73
AC6001,AC500,2025-01-15,3.67,94,17,7,13.0,19.0
AF1002,AF180,2025-01-15,2.58,232,43,15,9.4,31.9
AF1003,AF181,2025-01-15,6.05,200,37,13,17.57,34.82
AF1004,AF180,2025-01-15,6.62,108,20,7,23.44,17.93
DL2002,DL101,2025-01-15,7.56,89,16,7,21.36,17.14
JL7001,JL600,2025-01-16,8.12,119,22,8,27.94,18.59
AC6001,AC500,2025-01-17,8.66,89,16,7,28.77,3.23
JL7001,JL600,2025-01-17,4.12,132,24,9,16.19,21.67
DL2001,DL100,2025-01-18,6.02,160,30,10,18.4,23.27
JL7001,JL600,2025-01-18,11.89,134,25,9,30.97,19.73
AF1001,AF181,2025-01-19,7.93,102,19,7,24.14,6.26
AF1003,AF181,2025-01-19,9.48,144,27,9,33.77,22.24
AF1004,AF182,2025-01-19,6.52,96,18,6,19.18,21.65
DL2001,DL100,2025-01-19,7.58,194,36,13,22.47,30.71
DL2002,DL101,2025-01-19,9.24,155,29,10,33.62,21.44
AF1003,AF181,2025-01-20,10.24,188,35,12,31.58,32.15
DL2002,DL100,2025-01-20,2.87,153,28,11,9.09,25.16
AC6001,AC500,2025-01-21,8.18,92,17,7,28.57,3.43
AF1004,AF182,2025-01-21,1.48,93,17,7,5.68,19.15
BA5001,BA400,2025-01-21,4.99,169,31,12,13.66,31.09
LH4001,LH301,2025-01-21,1.4,213,40,14,3.72,33.02
AF1001,AF182,2025-01-22,10.84,74,13,6,27.38,3.02
DL2001,DL101,2025-01-22,2.82,168,31,11,7.61,23.47
LH4001,LH301,2025-01-22,2.73,353,66,23,6.95,53.85
AF1002,AF182,2025-01-23,10.33,197,37,13,33.82,30.55
DL2001,DL101,2025-01-23,9.83,122,22,9,27.13,18.64
DL2002,DL100,2025-01-23,3.06,152,28,10,11.7,22.18
JL7001,JL600,2025-01-23,4.3,108,20,7,14.31,16.59
BA5001,BA400,2025-01-24,4.82,144,27,10,17.61,23.32
DL2001,DL100,2025-01-24,5.65,168,31,11,22.39,22.99
DL2002,DL101,2025-01-24,1.89,113,21,8,5.18,16.25
AF1003,AF181,2025-01-25,1.61,188,35,12,5.63,30.59
AF1004,AF181,2025-01-25,11.57,124,23,9,37.54,3.46
BA5001,BA400,2025-01-25,5.09,112,21,7,14.59,18.88
DL2002,DL101,2025-01-25,5.57,162,30,11,21.7,28.87
JL7001,JL600,2025-01-25,9.62,111,20,8,30.56,16.64
AC6001,AC500,2025-01-26,4.2,74,13,6,16.48,13.17
AF1002,AF181,2025-01-26,3.83,188,35,13,13.17,24.96
DL2002,DL100,2025-01-26,5.01,166,31,11,16.62,22.46
IB3001,IB200,2025-01-26,7.74,130,24,9,22.45,18.55
JL7001,JL600,2025-01-26,11.91,144,27,10,41.3,26.42
LH4001,LH300,2025-01-26,1.84,379,71,24,6.85,51.87
LH4001,LH301,2025-01-27,2.75,279,52,18,6.89,36.49
AF1002,AF182,2025-01-28,6.79,136,25,10,17.82,24.18
AF1004,AF181,2025-01-28,9.36,108,20,8,37.26,3.74
BA5001,BA400,2025-01-28,5.04,184,34,12,13.39,25.68
DL2001,DL100,2025-01-28,4.78,131,24,9,12.29,24.97
DL2002,DL100,2025-01-28,6.56,164,30,12,26.12,28.31
IB3001,IB200,2025-01-28,5.04,124,23,8,13.05,23.74
JL7001,JL600,2025-01-28,10.7,148,27,11,30.54,24.53
AC6001,AC500,2025-01-29,4.4,93,17,7,11.69,16.04
AF1001,AF182,2025-01-29,4.6,93,17,7,17.84,12.56
BA5001,BA400,2025-01-29,9.65,150,28,10,32.41,27.78
DL2002,DL100,2025-01-29,3.26,152,28,10,10.3,21.93
AC6001,AC500,2025-01-31,3.63,64,12,5,11.22,16.72
AF1001,AF182,2025-01-31,1.18,109,20,8,3.78,15.43
AF1002,AF182,2025-01-31,3.33,188,35,13,9.0,28.41
DL2001,DL101,2025-01-31,3.12,108,20,8,11.29,19.92
IB3001,IB200,2025-01-31,3.21,104,19,8,8.1,15.7
AC6001,AC500,2025-02-01,9.6,59,11,4,34.75,1.0
AF1002,AF182,2025-02-01,11.34,154,28,11,34.62,27.43
DL2002,DL100,2025-02-01,4.36,96,18,6,14.42,20.19
LH4001,LH300,2025-02-01,6.27,281,52,19,20.53,38.42
AF1003,AF181,2025-02-02,4.03,237,44,16,12.33,31.03
AF1001,AF182,2025-02-03,8.47,83,15,6,27.97,2.43
AF1003,AF181,2025-02-03,3.26,230,43,15,11.46,36.16
DL2001,DL101,2025-02-03,4.97,149,28,10,16.36,23.06
AC6001,AC500,2025-02-04,8.16,81,15,6,24.64,7.36
DL2001,DL100,2025-02-04,7.27,170,31,12,26.31,26.4
DL2002,DL101,2025-02-04,7.98,88,16,7,28.37,21.1
JL7001,JL600,2025-02-04,9.98,146,27,10,28.69,21.27
LH4001,LH300,2025-02-04,3.25,200,37,13,8.28,32.65
AC6001,AC500,2025-02-05,1.98,68,12,6,5.77,10.89
AC6001,AC500,2025-02-06,3.43,102,19,7,11.42,17.03
AF1003,AF180,2025-02-06,2.63,218,40,15,9.67,32.4
BA5001,BA400,2025-02-06,4.17,121,22,9,12.08,20.21
AF1004,AF180,2025-02-07,9.06,101,19,7,35.54,5.46
BA5001,BA400,2025-02-07,4.78,125,23,9,14.19,21.4
DL2002,DL101,2025-02-07,10.21,124,23,8,32.66,21.74
AF1003,AF181,2025-02-08,11.34,198,37,13,33.35,25.92
AF1004,AF180,2025-02-08,10.97,91,17,6,37.94,3.06
BA5001,BA400,2025-02-08,9.63,187,35,12,38.32,29.62
LH4001,LH301,2025-02-08,2.08,264,49,18,6.83,42.15
IB3001,IB201,2025-02-09,4.37,156,29,11,11.61,23.48
LH4001,LH301,2025-02-09,8.84,362,67,24,33.7,50.05
AC6001,AC500,2025-02-10,7.37,81,15,6,18.95,11.31
AF1002,AF181,2025-02-10,3.66,218,40,15,13.95,35.16
AF1003,AF181,2025-02-10,9.38,128,24,9,28.53,25.79
BA5001,BA400,2025-02-10,7.35,126,23,9,18.44,20.52
IB3001,IB200,2025-02-10,11.37,97,18,7,40.15,1.0
DL2001,DL101,2025-02-11,9.5,198,37,13,27.26,31.67
JL7001,JL600,2025-02-11,6.15,164,30,12,18.47,28.03
AF1001,AF182,2025-02-12,5.11,114,21,8,16.53,13.87
AF1003,AF182,2025-02-12,6.95,167,31,11,18.57,29.5
DL2001,DL101,2025-02-12,8.11,136,25,10,29.94,24.37
DL2002,DL100,2025-02-12,8.37,141,26,10,26.51,24.36
IB3001,IB201,2025-02-12,2.97,96,18,7,9.04,13.83
AC6001,AC500,2025-02-13,1.19,55,10,4,4.73,9.39
AF1003,AF181,2025-02-13,3.98,215,40,14,15.2,29.89
AF1001,AF181,2025-02-14,8.3,87,16,6,20.88,9.52
AF1003,AF180,2025-02-14,5.91,198,37,13,18.12,32.53
BA5001,BA400,2025-02-14,9.26,109,20,8,25.27,14.78
LH4001,LH300,2025-02-14,2.45,268,50,17,7.34,39.33
AF1001,AF180,2025-02-15,6.59,110,20,8,25.01,5.39
AF1002,AF180,2025-02-15,11.02,217,40,15,42.92,28.56
AF1004,AF182,2025-02-15,4.48,148,27,10,16.11,24.89
IB3001,IB201,2025-02-15,8.36,136,25,10,27.04,13.96
JL7001,JL600,2025-02-15,1.58,97,18,7,5.68,19.63
AC6001,AC500,2025-02-16,2.11,80,15,5,8.43,14.0
AF1002,AF181,2025-02-16,11.48,168,31,12,44.01,28.7
DL2001,DL100,2025-02-16,5.8,157,29,11,17.22,26.49
IB3001,IB201,2025-02-16,10.26,126,23,9,36.93,4.07
JL7001,JL600,2025-02-16,3.5,112,21,7,12.39,21.49
AF1001,AF182,2025-02-18,4.56,72,13,5,17.61,12.79
AF1003,AF181,2025-02-18,11.37,190,35,13,45.39,28.49
DL2001,DL100,2025-02-18,6.62,101,19,7,19.46,19.55
AF1002,AF182,2025-02-19,5.63,222,41,15,18.68,36.53
AF1004,AF182,2025-02-19,7.93,120,22,9,24.29,16.71
BA5001,BA400,2025-02-20,9.06,124,23,8,27.94,25.14
IB3001,IB200,2025-02-20,8.65,118,22,8,28.63,12.37
JL7001,JL600,2025-02-20,3.37,178,33,12,10.1,31.77
AF1002,AF181,2025-02-21,9.61,180,33,13,24.58,31.91
AF1004,AF180,2025-02-21,11.94,150,28,10,43.43,1.0
AC6001,AC500,2025-02-22,1.43,98,18,7,5.57,18.11
DL2001,DL100,2025-02-22,3.43,138,25,10,9.98,19.49
AF1003,AF182,2025-02-23,8.77,199,37,13,34.65,32.7
BA5001,BA400,2025-02-23,11.29,140,26,9,32.33,26.95
IB3001,IB201,2025-02-23,1.64,129,24,9,5.08,21.82
JL7001,JL600,2025-02-23,6.95,177,33,12,25.29,29.77
AC6001,AC500,2025-02-24,10.75,89,16,7,40.28,1.0
AF1003,AF181,2025-02-24,9.93,140,26,10,30.95,26.67
DL2001,DL100,2025-02-24,5.83,128,24,8,14.74,18.31
IB3001,IB200,2025-02-24,2.29,125,23,9,7.63,22.01
AC6001,AC500,2025-02-25,11.41,83,15,6,29.13,2.87
AF1001,AF180,2025-02-25,7.23,68,12,5,24.75,5.65
AF1002,AF181,2025-02-25,5.67,149,28,10,14.51,24.24
DL2001,DL100,2025-02-25,4.77,164,30,11,16.05,21.71
DL2002,DL100,2025-02-26,6.26,94,17,7,20.4,13.1
AC6001,AC500,2025-02-27,4.81,79,14,6,18.25,13.16
AF1001,AF182,2025-02-27,4.69,92,17,7,15.88,14.52
AF1002,AF180,2025-02-27,7.27,136,25,10,28.86,18.43
AF1004,AF182,2025-02-27,10.02,156,29,10,25.63,15.37
BA5001,BA400,2025-02-27,1.51,138,25,10,4.97,18.42
DL2001,DL101,2025-02-27,10.27,132,24,10,34.38,19.8
DL2002,DL100,2025-02-27,9.18,116,21,8,31.7,20.05
LH4001,LH300,2025-02-27,11.4,316,59,21,45.16,47.55
AF1002,AF181,2025-02-28,5.11,158,29,11,13.52,27.52
DL2002,DL101,2025-02-28,8.74,119,22,8,27.73,16.16
AF1001,AF181,2025-03-01,6.1,106,19,8,21.79,8.61
AF1003,AF180,2025-03-01,7.85,159,29,11,25.87,25.9
AF1004,AF181,2025-03-01,9.37,100,18,7,27.23,13.81
DL2001,DL101,2025-03-01,8.99,175,32,12,34.05,26.62
JL7001,JL600,2025-03-01,1.18,171,32,11,4.13,31.38
AC6001,AC500,2025-03-02,5.43,73,13,6,18.31,13.69
AF1001,AF182,2025-03-02,8.3,61,11,5,31.12,1.0
JL7001,JL600,2025-03-02,10.2,182,34,12,32.46,32.46
AC6001,AC500,2025-03-03,8.74,101,19,7,29.73,2.27
AF1002,AF180,2025-03-03,3.53,172,32,12,12.75,29.67
AF1003,AF182,2025-03-03,10.02,130,24,9,26.76,22.7
AF1004,AF182,2025-03-03,11.4,133,25,9,43.39,1.0
DL2001,DL101,2025-03-03,8.43,184,34,12,22.87,29.07
AC6001,AC500,2025-03-04,4.2,100,18,7,12.83,16.64
AF1003,AF180,2025-03-04,1.97,129,24,9,5.36,23.32
DL2001,DL101,2025-03-04,9.68,128,24,8,33.95,22.47
DL2002,DL101,2025-03-04,11.14,143,26,10,44.55,26.58
IB3001,IB201,2025-03-04,2.03,117,22,8,5.68,16.93
AF1004,AF182,2025-03-05,7.14,98,18,7,18.77,13.58
LH4001,LH301,2025-03-05,7.18,352,66,22,18.54,49.01
BA5001,BA400,2025-03-06,1.5,124,23,9,5.64,23.93
DL2001,DL100,2025-03-06,3.71,181,34,12,9.33,24.88
DL2002,DL101,2025-03-06,10.92,156,29,11,40.38,27.33
LH4001,LH300,2025-03-06,4.15,270,50,18,12.86,38.66
AF1001,AF181,2025-03-07,7.95,93,17,7,21.23,9.17
BA5001,BA400,2025-03-07,1.39,108,20,8,5.44,21.09
DL2002,DL101,2025-03-07,4.66,109,20,8,11.91,17.1
LH4001,LH301,2025-03-08,4.9,288,54,18,12.76,37.23
AF1004,AF181,2025-03-09,9.77,147,27,10,37.19,3.81
DL2002,DL101,2025-03-09,6.41,114,21,8,17.07,19.47
LH4001,LH301,2025-03-09,5.69,306,57,20,20.58,47.6
DL2001,DL101,2025-03-10,1.09,154,28,11,3.88,24.27
JL7001,JL600,2025-03-10,10.51,157,29,11,34.23,26.89
AC6001,AC500,2025-03-11,2.47,75,14,5,9.76,15.63
AF1002,AF180,2025-03-11,8.43,229,43,15,32.28,34.02
IB3001,IB200,2025-03-11,8.4,104,19,7,29.68,11.32
AC6001,AC500,2025-03-12,4.23,100,18,7,16.57,15.43
AF1001,AF182,2025-03-12,3.98,60,11,5,14.61,12.8
AF1003,AF182,2025-03-13,9.23,216,40,14,32.29,34.55
DL2002,DL100,2025-03-13,3.16,106,19,8,10.16,16.25
AC6001,AC500,2025-03-14,11.48,64,12,4,31.15,1.0
AF1001,AF180,2025-03-14,8.91,61,11,5,22.4,8.0
BA5001,BA400,2025-03-14,7.98,152,28,10,31.07,25.73
IB3001,IB200,2025-03-14,7.82,90,16,7,28.84,12.59
LH4001,LH301,2025-03-14,5.23,350,65,23,19.25,49.74
AF1002,AF181,2025-03-15,6.46,240,45,15,19.24,37.03
DL2001,DL101,2025-03-15,4.08,166,31,11,11.76,27.1
AF1001,AF182,2025-03-16,2.01,72,13,5,7.25,18.08
DL2001,DL100,2025-03-16,3.33,151,28,10,9.18,23.62
JL7001,JL600,2025-03-16,4.46,112,21,8,14.27,20.83
LH4001,LH301,2025-03-16,9.03,316,59,21,35.27,41.68
AF1001,AF180,2025-03-17,5.3,87,16,6,13.51,15.17
AF1002,AF182,2025-03-17,1.48,233,43,16,5.46,31.87
DL2001,DL100,2025-03-17,6.93,176,33,11,27.5,28.45
DL2002,DL101,2025-03-17,8.16,152,28,11,22.88,27.79
AF1002,AF180,2025-03-18,6.59,237,44,16,24.29,31.44
AF1002,AF180,2025-03-19,9.69,131,24,9,35.02,17.96
DL2002,DL100,2025-03-19,5.39,138,25,10,14.78,21.08
AC6001,AC500,2025-03-20,2.93,97,18,7,7.66,15.57
AF1001,AF180,2025-03-20,2.73,70,13,5,7.28,17.79
JL7001,JL600,2025-03-20,2.27,111,20,8,8.3,17.91
LH4001,LH300,2025-03-20,8.02,276,51,19,25.18,40.2
AF1003,AF182,2025-03-21,3.87,195,36,13,10.37,26.32
DL2002,DL101,2025-03-21,6.06,156,29,11,17.88,28.05
AC6001,AC500,2025-03-22,1.55,76,14,5,6.0,15.11
AF1004,AF181,2025-03-22,1.56,119,22,8,4.38,17.31
DL2001,DL100,2025-03-22,3.48,116,21,9,9.33,20.93
DL2002,DL100,2025-03-23,10.26,145,27,10,40.96,25.87
LH4001,LH300,2025-03-23,8.13,342,64,22,30.66,49.8
AC6001,AC500,2025-03-24,8.88,69,13,5,31.48,1.0
AF1002,AF180,2025-03-24,6.99,233,43,16,20.59,31.12
BA5001,BA400,2025-03-24,11.99,109,20,8,38.86,19.62
JL7001,JL600,2025-03-24,7.26,174,32,12,21.58,24.73
LH4001,LH300,2025-03-24,11.71,368,69,24,45.81,50.71
AF1003,AF182,2025-03-25,2.47,140,26,10,9.62,24.05
DL2002,DL101,2025-03-25,2.34,122,22,9,6.29,18.83
AF1002,AF180,2025-03-27,6.32,236,44,16,16.29,32.61
JL7001,JL600,2025-03-27,2.62,126,23,9,9.57,22.75
LH4001,LH300,2025-03-27,10.82,292,54,19,27.21,42.77
AC6001,AC500,2025-03-28,5.23,95,17,7,14.3,17.7
AF1001,AF182,2025-03-28,7.76,112,21,7,28.06,2.34
AF1004,AF182,2025-03-28,6.78,97,18,7,25.95,15.05
DL2001,DL100,2025-03-28,6.62,184,34,12,16.58,32.89
AF1002,AF180,2025-03-29,10.94,156,29,10,28.53,20.98
AF1004,AF180,2025-03-29,2.4,84,15,7,7.78,14.88
BA5001,BA400,2025-03-29,5.21,161,30,11,17.12,28.02
LH4001,LH301,2025-03-29,6.7,377,70,25,23.09,50.8
AF1003,AF180,2025-03-30,9.56,137,25,10,36.76,24.83
BA5001,BA400,2025-03-30,7.04,103,19,7,20.53,14.9
BA5001,BA400,2025-03-31,10.43,188,35,12,40.04,27.41
AC6001,AC500,2025-04-01,10.02,81,15,6,27.85,4.15
BA5001,BA400,2025-04-01,7.42,190,35,13,26.65,33.26
IB3001,IB201,2025-04-01,7.16,83,15,6,24.59,16.48
JL7001,JL600,2025-04-01,11.89,110,20,8,32.59,17.31
AF1002,AF182,2025-04-02,9.87,206,38,14,30.47,29.7
AF1003,AF182,2025-04-02,4.96,212,39,14,14.54,34.23
LH4001,LH300,2025-04-02,4.68,284,53,18,17.29,41.37
AF1001,AF180,2025-04-03,2.44,63,11,5,7.47,12.5
DL2002,DL100,2025-04-03,5.15,118,22,8,13.76,19.99
IB3001,IB201,2025-04-03,11.61,144,27,9,36.81,4.19
BA5001,BA400,2025-04-04,8.38,120,22,8,30.18,24.38
JL7001,JL600,2025-04-04,5.94,135,25,9,22.22,20.39
AF1001,AF181,2025-04-05,4.06,101,19,7,12.61,17.79
AF1003,AF182,2025-04-05,4.27,196,36,13,16.88,34.33
DL2001,DL101,2025-04-05,10.41,114,21,8,34.17,21.34
IB3001,IB200,2025-04-05,7.62,133,25,9,23.7,17.3
LH4001,LH300,2025-04-05,4.28,251,47,16,15.41,37.26
AC6001,AC500,2025-04-06,6.23,60,11,5,19.74,11.91
AF1001,AF182,2025-04-06,11.9,111,20,8,30.79,1.0
AF1003,AF180,2025-04-06,6.84,153,28,11,23.42,26.3
AF1004,AF180,2025-04-06,6.2,130,24,9,18.71,18.77
AF1002,AF181,2025-04-07,8.54,213,40,14,29.8,35.0
BA5001,BA400,2025-04-07,8.22,158,29,11,29.44,25.37
DL2001,DL101,2025-04-07,10.78,152,28,10,37.94,25.63
DL2002,DL100,2025-04-07,6.1,140,26,10,22.52,26.44
JL7001,JL600,2025-04-07,11.57,176,33,11,37.19,27.12
LH4001,LH300,2025-04-07,1.16,310,58,20,3.48,44.4
AF1001,AF181,2025-04-08,11.64,112,21,7,41.86,1.0
AF1004,AF182,2025-04-08,5.68,154,28,11,22.59,18.41
BA5001,BA400,2025-04-08,3.15,137,25,10,11.01,20.82
DL2002,DL101,2025-04-08,8.93,134,25,9,30.0,24.37
AF1003,AF181,2025-04-09,2.66,227,42,15,7.92,29.45
BA5001,BA400,2025-04-09,9.84,120,22,8,31.12,24.36
DL2001,DL100,2025-04-09,3.25,123,23,8,12.89,23.65
LH4001,LH301,2025-04-09,6.09,280,52,19,16.0,44.95
AF1002,AF182,2025-04-10,8.04,133,25,9,28.97,24.44
BA5001,BA400,2025-04-10,6.75,138,25,10,25.83,21.59
DL2001,DL100,2025-04-10,4.51,106,19,8,17.69,18.77
DL2002,DL100,2025-04-10,3.38,159,29,11,9.38,26.88
IB3001,IB200,2025-04-10,9.14,100,18,7,28.12,12.88
LH4001,LH300,2025-04-10,5.45,200,37,13,19.7,33.19
AC6001,AC500,2025-04-11,8.17,73,13,6,24.2,7.8
AF1003,AF181,2025-04-11,11.23,235,44,15,35.28,33.04
BA5001,BA400,2025-04-11,7.38,121,22,9,20.96,20.02
AF1003,AF182,2025-04-12,1.84,143,26,10,7.24,23.05
BA5001,BA400,2025-04-12,8.58,106,19,8,29.89,18.44
DL2001,DL101,2025-04-12,2.92,104,19,8,8.96,22.6
DL2002,DL100,2025-04-12,4.13,144,27,9,14.83,23.1
LH4001,LH300,2025-04-12,8.72,385,72,25,24.73,51.08
AC6001,AC500,2025-04-13,10.26,60,11,5,35.72,1.0
AF1003,AF182,2025-04-13,11.07,149,28,10,29.36,26.43
DL2001,DL100,2025-04-13,6.63,127,23,9,25.87,19.5
LH4001,LH301,2025-04-13,4.12,236,44,15,15.66,35.87
AF1001,AF182,2025-04-14,10.91,90,16,7,33.91,1.0
AF1004,AF181,2025-04-14,10.99,133,25,9,40.42,1.0
BA5001,BA400,2025-04-14,6.21,131,24,9,22.9,24.56
AF1004,AF182,2025-04-15,7.71,96,18,7,29.53,11.47
DL2002,DL101,2025-04-15,2.92,137,25,10,8.73,22.53
JL7001,JL600,2025-04-15,4.69,143,26,10,17.76,22.55
AF1002,AF181,2025-04-16,3.1,239,44,16,8.11,39.79
AF1004,AF181,2025-04-16,10.2,159,29,11,29.71,11.29
DL2002,DL101,2025-04-16,6.37,131,24,9,22.12,22.23
JL7001,JL600,2025-04-16,6.58,172,32,12,21.53,28.84
AF1002,AF180,2025-04-17,1.85,168,31,11,6.48,24.85
DL2001,DL100,2025-04-17,6.88,194,36,13,27.44,26.48
AF1001,AF180,2025-04-18,1.98,103,19,7,7.6,19.24
AF1004,AF181,2025-04-18,7.96,92,17,7,31.05,9.95
DL2001,DL101,2025-04-18,10.04,132,24,10,34.7,23.89
IB3001,IB200,2025-04-18,4.95,130,24,9,13.51,25.19
AC6001,AC500,2025-04-19,11.89,77,14,6,38.39,1.0
BA5001,BA400,2025-04-19,2.13,136,25,9,7.57,21.04
AC6001,AC500,2025-04-20,11.28,95,17,7,40.08,1.0
JL7001,JL600,2025-04-20,11.62,99,18,7,38.65,20.52
AF1004,AF180,2025-04-21,2.51,106,19,8,10.01,16.73
LH4001,LH300,2025-04-21,1.85,241,45,16,6.46,32.99
BA5001,BA400,2025-04-22,4.6,154,28,11,16.04,20.78
DL2002,DL100,2025-04-22,8.02,160,30,11,20.25,26.17
AF1004,AF181,2025-04-23,3.71,104,19,8,11.65,18.05
DL2001,DL101,2025-04-23,3.76,180,33,13,9.6,31.14
LH4001,LH300,2025-04-23,11.32,365,68,24,34.0,54.11
AF1001,AF181,2025-04-24,5.65,72,13,6,15.75,10.3
AF1003,AF182,2025-04-24,2.23,209,39,14,7.03,30.66
LH4001,LH300,2025-04-24,3.62,301,56,20,13.96,46.49
AF1002,AF181,2025-04-26,6.78,179,33,12,26.74,28.94
AF1004,AF182,2025-04-26,7.28,126,23,9,24.47,16.53
DL2001,DL101,2025-04-26,4.51,108,20,8,12.31,17.75
LH4001,LH300,2025-04-26,6.29,246,46,16,23.98,38.03
AC6001,AC500,2025-04-27,10.66,56,10,4,37.5,1.0
DL2002,DL101,2025-04-27,6.16,123,23,8,23.78,19.91
DL2001,DL100,2025-04-28,8.13,124,23,8,31.12,22.81
AF1004,AF182,2025-04-29,5.16,109,20,8,17.27,22.5
BA5001,BA400,2025-04-29,8.65,138,25,10,34.12,19.35
AF1002,AF181,2025-04-30,5.68,192,36,12,20.38,31.79
IB3001,IB200,2025-04-30,3.89,137,25,10,11.26,25.7
JL7001,JL600,2025-04-30,7.14,186,34,13,21.62,27.07
BA5001,BA400,2025-05-01,5.73,144,27,10,16.9,20.6
DL2002,DL101,2025-05-01,9.76,167,31,11,36.61,25.62
IB3001,IB201,2025-05-01,10.59,129,24,9,39.75,1.25
AF1001,AF181,2025-05-02,11.22,107,20,7,44.84,1.0
AF1003,AF180,2025-05-02,2.11,188,35,13,5.33,30.32
AF1004,AF182,2025-05-02,1.95,95,17,7,5.97,19.87
LH4001,LH300,2025-05-02,11.21,316,59,21,29.13,45.5
AC6001,AC500,2025-05-03,7.08,63,11,5,28.22,3.78
BA5001,BA400,2025-05-03,1.93,168,31,11,5.06,23.76
JL7001,JL600,2025-05-03,9.18,108,20,8,25.42,14.83
AC6001,AC500,2025-05-04,3.21,96,18,7,8.86,14.27
BA5001,BA400,2025-05-04,11.07,167,31,11,36.83,27.65
JL7001,JL600,2025-05-04,7.6,110,20,8,23.48,19.58
LH4001,LH300,2025-05-04,11.09,324,60,21,34.16,47.64
AF1004,AF180,2025-05-05,2.23,122,22,9,6.49,20.48
DL2002,DL101,2025-05-05,8.08,89,16,7,25.26,18.51
IB3001,IB200,2025-05-05,6.78,152,28,11,21.1,19.9
AF1003,AF180,2025-05-06,5.22,191,35,13,15.54,33.87
DL2001,DL101,2025-05-06,1.48,100,18,7,4.6,21.44
IB3001,IB200,2025-05-06,4.24,95,17,7,15.67,19.07
JL7001,JL600,2025-05-06,1.62,118,22,8,5.0,17.01
AC6001,AC500,2025-05-07,2.35,64,12,5,6.77,13.01
AF1004,AF180,2025-05-07,3.22,154,28,11,10.57,24.78
DL2001,DL101,2025-05-07,8.85,188,35,13,31.99,27.56
LH4001,LH301,2025-05-07,1.48,259,48,17,5.74,34.85
AF1001,AF180,2025-05-08,5.0,110,20,8,19.43,10.97
AF1004,AF182,2025-05-08,10.79,149,28,10,36.99,4.01
DL2002,DL100,2025-05-09,4.57,118,22,8,13.04,16.83
AF1004,AF182,2025-05-10,7.74,108,20,7,27.63,13.37
JL7001,JL600,2025-05-10,11.89,151,28,10,31.49,22.97
LH4001,LH300,2025-05-10,1.69,201,37,14,5.4,30.94
AC6001,AC500,2025-05-11,3.21,102,19,7,8.15,15.15
AF1001,AF181,2025-05-11,9.62,107,20,7,34.53,1.0
AF1003,AF181,2025-05-11,2.6,224,42,15,8.4,34.59
DL2002,DL100,2025-05-11,8.82,104,19,7,23.37,18.22
IB3001,IB201,2025-05-11,4.25,141,26,10,11.32,20.28
AF1003,AF182,2025-05-12,1.98,123,23,8,5.01,23.21
BA5001,BA400,2025-05-12,11.8,105,19,8,30.31,14.35
IB3001,IB200,2025-05-12,2.89,116,21,9,9.69,17.83
BA5001,BA400,2025-05-13,3.46,112,21,7,9.1,18.73
DL2001,DL100,2025-05-13,7.41,162,30,11,23.47,22.68
AF1004,AF180,2025-05-14,6.2,150,28,10,21.0,20.0
AF1003,AF180,2025-05-15,5.44,228,42,15,16.89,33.33
DL2002,DL101,2025-05-15,1.07,163,30,11,3.78,23.42
JL7001,JL600,2025-05-15,3.52,135,25,9,10.05,24.88
AC6001,AC500,2025-05-16,11.87,61,11,5,37.69,1.0
BA5001,BA400,2025-05-16,6.8,112,21,8,27.06,21.94
LH4001,LH300,2025-05-16,1.49,373,70,24,5.36,54.6
